"id","ranget","rangetm"
"i83","1996",0
"i83","1997",0
"i83","1998",0
"i83","1999",0
"i83","2000",0
"i83","2001",0
"i83","2002",0
"i83","2003",0
"i83","2004",0
"i83","2005",0
"i83","2006",0
"i83","2007",0
"i83","2008",0
"i83","2009",0
"i83","2010",0
"i83","2011",0
"i83","2012",0
"i83","2013",0
"i79","1990",0
"i79","1991",0
"i79","1992",0
"i79","1993",0
"i79","1994",0
"i79","1995",0
"i79","1996",0
"i79","1997",0
"i79","1998",0
"i79","1999",0
"i79","2000",0
"i79","2001",0
"i79","2002",0
"i79","2003",0
"i79","2004",0
"i79","2005",0
"i79","2006",0
"i79","2007",0
"i79","2008",0
"i79","2009",0
"i79","2010",0
"i79","2011",0
"i79","2012",0
"i79","2013",0
"i78","1998",0
"i78","1999",0
"i78","2000",0
"i78","2001",0
"i78","2002",0
"i78","2003",0
"i78","2004",0
"i78","2005",0
"i78","2006",0
"i78","2007",0
"i78","2008",0
"i78","2009",0
"i78","2010",0
"i78","2011",0
"i78","2012",0
"i78","2013",0
"i77","1990",0
"i77","1991",0
"i77","1992",0
"i77","1993",0
"i77","1994",0
"i77","1995",0
"i77","1996",0
"i77","1997",0
"i77","1998",0
"i77","1999",0
"i77","2000",0
"i77","2001",0
"i77","2002",0
"i77","2003",0
"i77","2004",0
"i77","2005",0
"i77","2006",0
"i77","2007",0
"i77","2008",0
"i77","2009",0
"i77","2010",0
"i77","2011",0
"i77","2012",0
"i77","2013",0
"i76","1990",0
"i76","1991",0
"i76","1992",0
"i76","1993",0
"i76","1994",0
"i76","1995",0
"i76","1996",0
"i76","1997",0
"i76","1998",0
"i76","1999",0
"i76","2000",0
"i76","2001",0
"i76","2002",0
"i76","2003",0
"i76","2004",0
"i76","2005",0
"i76","2006",0
"i76","2007",0
"i76","2008",0
"i76","2009",0
"i76","2010",0
"i76","2011",0
"i76","2012",0
"i76","2013",0
"i74","1990",0
"i74","1991",0
"i74","1992",0
"i74","1993",0
"i74","1994",0
"i74","1995",0
"i74","1996",0
"i74","1997",0
"i74","1998",0
"i74","1999",0
"i74","2000",0
"i74","2001",0
"i74","2002",0
"i74","2003",0
"i74","2004",0
"i74","2005",0
"i74","2006",0
"i74","2007",0
"i74","2008",0
"i74","2009",0
"i74","2010",0
"i74","2011",0
"i74","2012",0
"i74","2013",0
"i73","1990",0
"i73","1991",0
"i73","1992",0
"i73","1993",0
"i73","1994",0
"i73","1995",0
"i73","1996",0
"i73","1997",0
"i73","1998",0
"i73","1999",0
"i73","2000",0
"i73","2001",0
"i73","2002",0
"i73","2003",0
"i73","2004",0
"i73","2005",0
"i73","2006",0
"i73","2007",0
"i73","2008",0
"i73","2009",0
"i73","2010",0
"i73","2011",0
"i73","2012",0
"i73","2013",0
"i73","2014",0
"i70","1990",0
"i70","1991",0
"i70","1992",0
"i70","1993",0
"i70","1994",0
"i70","1995",0
"i70","1996",0
"i70","1997",0
"i70","1998",0
"i70","1999",0
"i70","2000",0
"i70","2001",0
"i70","2002",0
"i70","2003",0
"i70","2004",0
"i70","2005",0
"i70","2006",0
"i70","2007",0
"i70","2008",0
"i70","2009",0
"i70","2010",0
"i70","2011",0
"i70","2012",0
"i70","2013",0
"i68","1993",0
"i68","1994",0
"i68","1995",0
"i68","1996",0
"i68","1997",0
"i68","1998",0
"i68","1999",0
"i68","2000",0
"i68","2001",0
"i68","2002",0
"i68","2003",0
"i68","2004",0
"i68","2005",0
"i68","2006",0
"i68","2007",0
"i68","2008",0
"i68","2009",0
"i68","2010",0
"i68","2011",0
"i68","2012",0
"i68","2013",0
"i68","2014",0
"i64","2008",0
"i64","2009",0
"i64","2010",0
"i64","2011",0
"i64","2012",0
"i64","2013",0
"i64","2014",0
"i63","1990",0
"i63","1991",0
"i63","1992",0
"i63","1993",0
"i63","1994",0
"i63","1995",0
"i63","1996",0
"i63","1997",0
"i63","1998",0
"i63","1999",0
"i63","2000",0
"i63","2001",0
"i63","2002",0
"i63","2003",0
"i63","2004",0
"i63","2005",0
"i63","2006",0
"i63","2007",0
"i63","2008",0
"i63","2009",0
"i63","2010",0
"i63","2011",0
"i63","2012",0
"i63","2013",0
"i62","1990",0
"i62","1991",0
"i62","1992",0
"i62","1993",0
"i62","1994",0
"i62","1995",0
"i62","1996",0
"i62","1997",0
"i62","1998",0
"i62","1999",0
"i62","2000",0
"i62","2001",0
"i62","2002",0
"i62","2003",0
"i62","2004",0
"i62","2005",0
"i62","2006",0
"i62","2007",0
"i62","2008",0
"i62","2009",0
"i62","2010",0
"i62","2011",0
"i62","2012",0
"i62","2013",0
"i61","2008",0
"i61","2009",0
"i61","2010",0
"i61","2011",0
"i61","2012",0
"i61","2013",0
"i61","2014",0
"i60","1990",0
"i60","1991",0
"i60","1992",0
"i60","1993",0
"i60","1994",0
"i60","1995",0
"i60","1996",0
"i60","1997",0
"i60","1998",0
"i60","1999",0
"i60","2000",0
"i60","2001",0
"i60","2002",0
"i60","2003",0
"i60","2004",0
"i60","2005",0
"i60","2006",0
"i60","2007",0
"i60","2008",0
"i60","2009",0
"i60","2010",0
"i60","2011",0
"i60","2012",0
"i60","2013",0
"i60","2014",0
"i6","1987",0
"i6","1997",0
"i6","2006",0
"i6","2009",0
"i6","2014",0
"i121","2010",0
"i121","2011",0
"i121","2012",0
"i121","2013",0
"i121","2014",0
"i120","2010",0
"i120","2011",0
"i120","2012",0
"i120","2013",0
"i120","2014",0
"i120","",0
"i119","2010",0
"i119","2011",0
"i119","2012",0
"i119","2013",0
"i118","2010",0
"i118","2011",0
"i118","2012",0
"i118","2013",0
"i118","2014",0
"i117","2010",0
"i117","2011",0
"i117","2012",0
"i117","2013",0
"i117","2014",0
"i116","2010",0
"i116","2011",0
"i116","2012",0
"i116","2013",0
"i116","2014",0
"i114","2010",0
"i114","2011",0
"i114","2012",0
"i114","2013",0
"i113","2010",0
"i113","2011",0
"i113","2012",0
"i113","2013",0
"i112","2010",0
"i112","2011",0
"i112","2012",0
"i112","2013",0
"i112","2014",0
"i107","2008",0
"i107","2010",0
"i107","2012",0
"i107","2008",0
"i107","2010",0
"i107","2012",0
"i106","2008",0
"i106","2010",0
"i106","2012",0
"i106","2008",0
"i106","2010",0
"i106","2012",0
"i105","2008",0
"i105","2010",0
"i105","2012",0
"i105","2008",0
"i105","2010",0
"i105","2012",0
"i104","2008",0
"i104","2010",0
"i104","2012",0
"i104","2008",0
"i104","2010",0
"i104","2012",0
"i103","2008",0
"i103","2010",0
"i103","2012",0
"i103","2008",0
"i103","2010",0
"i103","2012",0
"i102","2008",0
"i102","2010",0
"i102","2012",0
"i102","2008",0
"i102","2010",0
"i102","2012",0
"i101","2008",0
"i101","2010",0
"i101","2012",0
"i101","2008",0
"i101","2010",0
"i101","2012",0
"i100","2008",0
"i100","2010",0
"i100","2012",0
"i100","2008",0
"i100","2010",0
"i100","2012",0
"i99","2008",0
"i99","2010",0
"i99","2012",0
"i99","2008",0
"i99","2010",0
"i99","2012",0
"i98","2010",0
"i94","2009",0
"i94","2014",0
"i89","2010",0
"i89","2012",0
"i89","2014",0
